DR_Dat,DR_Tim,DR_NChk,DR_NDoc,DR_Apt,DR_Kkm,DR_TDoc,DR_TPay,DR_CDrugs,DR_NDrugs,DR_Suppl,DR_Prod,DR_Kol,DR_CZak,DR_CRoz,DR_SDisc,DR_CDisc,DR_BCDisc,DR_TabEmpl,DR_VZak,DR_Pos
2022-08-11,10:52:52,2177,2004598,2,022577,Розничная реализация,18,5155,СОТАГЕКСАЛ 80МГ. №20 ТАБ. /ГЕКСАЛ АГ/,Катрен г.Химки,SALUTAS PHARMA GMBH FOR ESPARM ( САЛЮТАС ),1.0,71.97,90.0,4.0,9.0,200010013331.0,205,1,6.0
2022-08-11,10:52:52,2177,2004598,2,022577,Розничная реализация,18,5155,СОТАГЕКСАЛ 80МГ. №20 ТАБ. /ГЕКСАЛ АГ/,Катрен г.Химки,SALUTAS PHARMA GMBH FOR ESPARM ( САЛЮТАС ),1.0,71.97,90.0,4.0,9.0,200010013331.0,205,1,7.0
2022-08-11,10:52:52,2177,2004598,2,022577,Розничная реализация,18,303880,ЭДАРБИ КЛО 40МГ.+25МГ. №28 ТАБ. П/П/О,Катрен г.Химки,ТАКЕДА (TAKEDA),1.0,819.37,1123.0,78.0,9.0,200010013331.0,205,1,8.0
2022-08-11,10:52:52,2177,2004598,2,022577,Розничная реализация,18,82079,ДИКЛОФЕНАК 100МГ. №20 ТАБ.ПРОЛОНГ. П/О /НИЖФАРМ/ХЕМОФАРМ/,Катрен г.Химки,НИЖФАРМ,1.0,56.43,71.0,3.0,9.0,200010013331.0,205,1,1.0
2022-08-11,10:52:52,2177,2004598,2,022577,Розничная реализация,18,46,КАПСИКАМ 50Г. МАЗЬ Д/НАРУЖ.ПРИМ. ТУБА /ГРИНДЕКС/ТАЛЛИНСКИЙ/,Здравсервис,ГРИНДЕКС / GRINDEX /,1.0,292.09,409.0,28.0,9.0,200010013331.0,205,1,2.0
2022-08-11,11:00:23,2178,2004598,2,022577,Розничная реализация,18,496504,"НАФТИЗИН 0,1% 15МЛ. НАЗАЛ.КАПЛИ ФЛ./КАП. /ЛЕККО/",Катрен г.Химки,ЛЕККО ФФ ЗАО,1.0,12.94,18.0,0.0,NULL,NULL,205,1,1.0
2022-08-11,11:00:23,2178,2004598,2,022577,Розничная реализация,18,496504,"НАФТИЗИН 0,1% 15МЛ. НАЗАЛ.КАПЛИ ФЛ./КАП. /ЛЕККО/",Катрен г.Химки,ЛЕККО ФФ ЗАО,1.0,12.94,18.0,0.0,NULL,NULL,205,1,2.0
2022-08-11,11:18:12,2179,2004598,2,022577,Розничная реализация,18,2432,"ГУТТАЛАКС 7,5МГ/МЛ. 30МЛ. КАПЛИ Д/ПРИЕМА ВНУТРЬ ФЛ./КАП.",Катрен г.Химки,ИНСТИТУТ ДЕ АНГЕЛИ (INSTITUTO DE ANGELI),1.0,479.22,657.0,45.0,9.0,200010013331.0,205,1,1.0
2022-08-11,11:23:22,2180,2004598,2,022577,Розничная реализация,15,393314,ЦИТРАМОН П №20 ТАБ. /ФАРМСТАНДАРТ/,Катрен г.Химки,ФАРМСТАНДАРТ ЛЕКСРЕДСТВА ОАО,1.0,43.31,66.0,4.0,9.0,200010020147.0,205,1,1.0
2022-08-11,11:23:22,2180,2004598,2,022577,Розничная реализация,15,393314,ЦИТРАМОН П №20 ТАБ. /ФАРМСТАНДАРТ/,"ООО ""Акцентмед""",ФАРМСТАНДАРТ ЛЕКСРЕДСТВА ОАО,1.0,42.08,64.0,4.0,9.0,200010020147.0,205,1,2.0
2022-08-11,11:31:34,2181,2004598,2,022577,Розничная реализация,18,14120,ЛАКТОФИЛЬТРУМ 500МГ. №60 ТАБ.,Пульс,АВВА РУС ОАО,1.0,408.63,560.0,0.0,NULL,NULL,205,1,1.0
2022-08-11,11:31:34,2181,2004598,2,022577,Розничная реализация,18,78641,ФЕСТАЛ №40 ДРАЖЕ,ВИТТА КОМПАНИ ООО,SANOFI,1.0,333.74,458.0,0.0,NULL,NULL,205,1,2.0
2022-08-11,11:36:05,2182,2004598,2,022577,Розничная реализация,15,18849,ДОКТОР МОМ №20 ПАСТИЛКИ МАЛИНА,Пульс,Юник Фармасьютикал Лабораториз (Отделение Дж.Б. Ке,1.0,141.55,200.0,0.0,NULL,NULL,205,1,1.0
2022-08-11,11:37:27,2183,2004598,2,022577,Розничная реализация,18,468466,ИНГАВИРИН 90МГ. №10 КАПС. /ВАЛЕНТА/,Магнит Фарма ООО,ВАЛЕНТА,1.0,685.41,760.0,38.0,9.0,200010024015.0,205,1,1.0
2022-08-11,17:15:15,2220,2004598,2,022577,Розничная реализация,15,468466,ИНГАВИРИН 90МГ. №10 КАПС. /ВАЛЕНТА/,Магнит Фарма ООО,ВАЛЕНТА,1.0,685.41,760.0,0.0,NULL,NULL,205,1,1.0
2022-08-11,11:50:16,2184,2004598,2,022577,Розничная реализация,15,16911,"КАРДИОМАГНИЛ 75МГ.+15,2МГ. №100 ТАБ.","ООО ""Акцентмед""",ТАКЕДА ФАРМАСЬЮТИКАЛ КОМПАНИ ЛИМИТЕД,1.0,242.63,284.0,19.0,9.0,200010014079.0,205,1,4.0
2022-08-11,15:17:48,2205,2004598,2,022577,Розничная реализация,18,16911,"КАРДИОМАГНИЛ 75МГ.+15,2МГ. №100 ТАБ.","ООО ""Акцентмед""",ТАКЕДА ФАРМАСЬЮТИКАЛ КОМПАНИ ЛИМИТЕД,1.0,242.63,284.0,19.0,9.0,200010012006.0,205,1,1.0
2022-08-11,11:50:16,2184,2004598,2,022577,Розничная реализация,15,153467,АКАТИНОЛ МЕМАНТИН 20МГ. №28 ТАБ. П/П/О /МЕРЦ ФАРМА/,ВИТТА КОМПАНИ ООО,Роттендорф Фарма / ROTTENDORF /,1.0,2545.84,2824.0,141.0,9.0,200010014079.0,205,1,1.0
2022-08-11,11:50:16,2184,2004598,2,022577,Розничная реализация,15,20856,БЕТАЛОК ЗОК 50МГ. №30 ТАБ.ПРОЛОНГ. П/О /АСТРА ЗЕНЕКА/,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,АСТРАЗЕНЕКА ФАРМАСЬЮТИКАЛЗ,1.0,248.66,299.0,14.0,9.0,200010014079.0,205,1,3.0
2022-08-11,11:50:16,2184,2004598,2,022577,Розничная реализация,15,154600,ПРАДАКСА 110МГ. №60 КАПС. /БЕРИНГЕР/,Протек,BOEHRINGER INGELHEIM (БЕРИНГЕР ),1.0,3076.03,3432.0,171.0,9.0,200010014079.0,205,1,5.0
2022-08-11,11:50:16,2184,2004598,2,022577,Розничная реализация,15,387509,АСЕПТИКА САЛФЕТКА СПИРТОВАЯ 60Х100 №30,Катрен г.Химки,АСЕПТИКА ООО,1.0,43.28,71.0,7.0,9.0,200010014079.0,205,1,2.0
2022-08-11,12:40:25,2190,2004598,2,022577,Розничная реализация,18,387509,АСЕПТИКА САЛФЕТКА СПИРТОВАЯ 60Х100 №30,Катрен г.Химки,АСЕПТИКА ООО,1.0,43.28,71.0,0.0,NULL,NULL,205,1,1.0
2022-08-11,14:43:28,2199,2004598,2,022577,Розничная реализация,18,387509,АСЕПТИКА САЛФЕТКА СПИРТОВАЯ 60Х100 №30,Катрен г.Химки,АСЕПТИКА ООО,1.0,43.28,71.0,7.0,9.0,200010016095.0,205,1,1.0
2022-08-11,17:41:59,2225,2004598,2,022577,Розничная реализация,15,387509,АСЕПТИКА САЛФЕТКА СПИРТОВАЯ 60Х100 №30,Катрен г.Химки,АСЕПТИКА ООО,1.0,43.28,71.0,0.0,NULL,NULL,205,1,2.0
2022-08-11,11:52:29,2185,2004598,2,022577,Розничная реализация,18,294512,АПРОВАСК 5МГ.+150МГ. №28 ТАБ. П/П/О,Протек,Санофи-Авентис С.А.,1.0,742.58,1018.0,71.0,9.0,200010016574.0,205,1,1.0
2022-08-11,12:06:41,2186,2004598,2,022577,Розничная реализация,18,491798,ТЕЛЗАП АМ 5МГ.+80МГ. №28 ТАБ.,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,Зентива к.с.,1.0,494.79,678.0,0.0,NULL,NULL,205,1,1.0
2022-08-11,12:16:40,2187,2004598,2,022577,Розничная реализация,18,4799,КЛОТРИМАЗОЛ-АКРИХИН 1% 20Г. МАЗЬ Д/НАРУЖ.ПРИМ. ТУБА,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,Акрихин ХФК ОАО,1.0,116.04,164.0,11.0,9.0,200010010055.0,205,1,1.0
2022-08-11,12:20:40,2188,2004598,2,022577,Розничная реализация,15,601589,АРЛЕВЕРТ 40МГ.+20МГ. №50 ТАБ.,Пульс,Henning Berlin GmbH,1.0,1118.26,1510.0,105.0,9.0,200010024514.0,205,1,1.0
2022-08-11,12:39:06,2189,2004598,2,022577,Розничная реализация,15,335251,ГЕПАРИН-АКРИХИН 1000МЕ/Г. 50Г. ГЕЛЬ Д/НАРУЖ.ПРИМ. ТУБА,Пульс,Акрихин ХФК ОАО,1.0,517.17,709.0,49.0,9.0,200010024695.0,205,1,1.0
2022-08-11,12:40:25,2190,2004598,2,022577,Розничная реализация,18,1504015,ПАКЕТ,Индивидуальный предприниматель Кочанов Андрей Миха,Акрихин ХФК ОАО,1.0,1.15,2.0,0.0,NULL,NULL,205,1,3.0
2022-08-11,17:41:59,2225,2004598,2,022577,Розничная реализация,15,1504015,ПАКЕТ,Индивидуальный предприниматель Кочанов Андрей Миха,Акрихин ХФК ОАО,1.0,1.15,2.0,0.0,NULL,NULL,205,1,5.0
2022-08-11,12:40:25,2190,2004598,2,022577,Розничная реализация,18,318348,"СФМ ШПРИЦ 5МЛ. 3-Х КОМП. 0,7Х40ММ 22G №10 [SFM]",Пульс,SFM HOSPITAL PRODUCTS GMBH,1.0,113.75,179.0,0.0,NULL,NULL,205,1,4.0
2022-08-11,17:41:59,2225,2004598,2,022577,Розничная реализация,15,318348,"СФМ ШПРИЦ 5МЛ. 3-Х КОМП. 0,7Х40ММ 22G №10 [SFM]",Пульс,SFM HOSPITAL PRODUCTS GMBH,1.0,113.75,179.0,0.0,NULL,NULL,205,1,6.0
2022-08-11,12:40:25,2190,2004598,2,022577,Розничная реализация,18,431,ДИКЛОФЕНАК 25МГ/МЛ. 3МЛ. №5 Р-Р Д/В/М ВВЕД. АМП. /ХЕМОФАРМ/,Катрен г.Химки,Хемофарм А.Д. (HEMOFARM ),1.0,40.76,50.0,0.0,NULL,NULL,205,1,2.0
2022-08-11,12:53:08,2191,2004598,2,022577,Розничная реализация,15,5093,НАЙЗ 100МГ. №20 ТАБ.,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,Д-р Редди с Лабораторис Лтд / Dr.REDDY's,1.0,208.19,240.0,16.0,9.0,200010024495.0,205,1,1.0
2022-08-11,13:10:54,2192,2004598,2,022577,Розничная реализация,18,455413,ЦЕФАЛИ АППАРАТ Д/ТЕРАПИИ МИГРЕНИ С ПРИНАДЛ.,Протек,ЦЕФАЛИ ТЕХНОЛОДЖИ,1.0,11851.13,12345.0,0.0,NULL,NULL,205,2,1.0
2022-08-11,13:11:57,2193,2004598,2,022577,Розничная реализация,18,8400,"НОРМАКС 0,3% 5МЛ. №1 ГЛ./УШНЫЕ КАПЛИ ФЛ./КАП.",Пульс,Ипка Лабораториз Лимитед (IPCA),1.0,188.72,267.0,0.0,NULL,NULL,205,1,1.0
2022-08-11,13:25:44,2194,2004598,2,022577,Розничная реализация,18,149412,КУДЕСАН Q10 КАРДИО КАЛИЙ+МАГНИЙ №40 ТАБ.,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,ВТФ ООО,1.0,391.74,596.0,0.0,NULL,NULL,205,1,2.0
2022-08-11,13:25:44,2194,2004598,2,022577,Розничная реализация,18,256548,ГЛИЦИН ФОРТЕ 300/600МГ. №60 ТАБ. Д/РАСС. /ЭВАЛАР/,Пульс,ЭВАЛАР,1.0,180.46,239.0,0.0,NULL,NULL,205,1,1.0
2022-08-11,13:34:11,2195,2004598,2,022577,Розничная реализация,15,120101,БРИЛЛИАНТОВЫЙ ЗЕЛЕН 1% 10МЛ. №1 СПИРТ. Р-Р Д/НАРУЖ.ПРИМ. С ЛОПАТКОЙ ФЛ. /RENEWAL/,Катрен г.Химки,ОБНОВЛЕНИЕ ПФК,1.0,70.93,101.0,7.0,9.0,200010011957.0,205,1,2.0
2022-08-11,13:34:11,2195,2004598,2,022577,Розничная реализация,15,18246,АВИА-МОРЕ №20 ТАБ. ГОМЕОПАТ.,Катрен г.Химки,Материа Медика Холдинг НПФ ООО,1.0,116.98,165.0,16.0,9.0,200010011957.0,205,1,1.0
2022-08-11,13:51:22,2196,2004598,2,022577,Розничная реализация,18,494512,ДИМЕКСИД 99% 100МЛ. КОНЦ. Д/Р-РА Д/НАРУЖ.ПРИМ. ФЛ. /ЙОДНЫЕ ТЕХНОЛОГИИ И МАРКЕТИНГ/,ПрофитМед,ЙОДНЫЕ ТЕХНОЛОГИИ И МАРКЕТИНГ ООО,1.0,313.39,430.0,0.0,NULL,NULL,205,1,1.0
2022-08-11,13:56:48,2197,2004598,2,022577,Розничная реализация,18,8182,КОНКОР 5МГ. №50 ТАБ. П/П/О /МЕРК/,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,НАНОЛЕК,1.0,250.54,290.0,38.12,925.0,200000000492.0,205,1,1.0
2022-08-11,13:56:48,2197,2004598,2,022577,Розничная реализация,18,452618,ЭДАРБИ 20МГ. №28 ТАБ.,Катрен г.Химки,ТАКЕДА (TAKEDA),1.0,537.81,737.0,96.88,925.0,200000000492.0,205,1,2.0
2022-08-11,14:02:30,2198,2004598,2,022577,Розничная реализация,15,418134,ВАЛИДОЛ 60МГ. №10 ТАБ. ПОДЪЯЗЫЧ. /ФАРМСТАНДАРТ/,Катрен г.Химки,ФАРМСТАНДАРТ ЛЕКСРЕДСТВА ОАО,1.0,29.94,35.0,2.0,9.0,200010001260.0,205,1,1.0
2022-08-11,14:02:30,2198,2004598,2,022577,Розничная реализация,15,418134,ВАЛИДОЛ 60МГ. №10 ТАБ. ПОДЪЯЗЫЧ. /ФАРМСТАНДАРТ/,Катрен г.Химки,ФАРМСТАНДАРТ ЛЕКСРЕДСТВА ОАО,1.0,29.94,35.0,2.0,9.0,200010001260.0,205,1,2.0
2022-08-11,16:34:31,2214,2004598,2,022577,Розничная реализация,18,418134,ВАЛИДОЛ 60МГ. №10 ТАБ. ПОДЪЯЗЫЧ. /ФАРМСТАНДАРТ/,Катрен г.Химки,ФАРМСТАНДАРТ ЛЕКСРЕДСТВА ОАО,1.0,29.94,35.0,0.0,NULL,NULL,205,1,4.0
2022-08-11,16:34:31,2214,2004598,2,022577,Розничная реализация,18,418134,ВАЛИДОЛ 60МГ. №10 ТАБ. ПОДЪЯЗЫЧ. /ФАРМСТАНДАРТ/,Катрен г.Химки,ФАРМСТАНДАРТ ЛЕКСРЕДСТВА ОАО,1.0,29.94,35.0,0.0,NULL,NULL,205,1,5.0
2022-08-11,14:43:28,2199,2004598,2,022577,Розничная реализация,18,8439,ЛЕЙКОПЛАСТЫРЬ ПЕРЦОВЫЙ 10Х18 №1 ПЕРФ.,Катрен г.Химки,Новосибхимфарм ОАО НЗБХ,2.0,35.74,58.0,11.0,9.0,200010016095.0,205,1,2.0
2022-08-11,14:45:55,2200,2004598,2,022577,Розничная реализация,18,10660,СУПРАВИТ ВИТАМИН С 550МГ. №20 ШИП.ТАБ.,Протек,КЕНДИ / Kendy,1.0,154.98,244.0,0.0,NULL,NULL,205,1,3.0
2022-08-11,14:45:55,2200,2004598,2,022577,Розничная реализация,18,418028,ЛАЙФЕВИТ 200МГ. №30 КАПС. ФЛ.,Протек,САНЕКА ФАРМАСЬЮТИКАЛС А.С. (SANECA ),1.0,371.71,510.0,0.0,NULL,NULL,205,1,2.0
2022-08-11,14:45:55,2200,2004598,2,022577,Розничная реализация,18,279,ВЕРОШПИРОН 25МГ. №20 ТАБ. /ГЕДЕОН РИХТЕР/,Катрен г.Химки,ГЕДЕОН РИХТЕР РУС,1.0,77.96,96.0,0.0,NULL,NULL,205,1,1.0
2022-08-11,14:47:12,2201,2004598,2,022577,Розничная реализация,15,296849,ДЖАРДИНС 10МГ. №30 ТАБ. П/П/О /БЕРИНГЕР/,Катрен г.Химки,Роттендорф Фарма / ROTTENDORF /,1.0,2669.94,2945.0,147.0,9.0,200010024690.0,205,1,1.0
2022-08-11,14:48:16,2202,2004598,2,022577,Розничная реализация,18,148623,"ТЕРАФЛЮ ЛИМОН ОТ ГРИППА И ПРОСТУДЫ 22,1Г. №4 ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ ПАК.",Магнит Фарма ООО,ДЕЛЬФАРМ ОРЛЕАН ( DELPHARM ),1.0,244.31,343.0,0.0,NULL,NULL,205,1,2.0
2022-08-11,14:48:16,2202,2004598,2,022577,Розничная реализация,18,110605,МИГ 400МГ. №20 ТАБ. П/П/О /БЕРЛИН-ХЕМИ/,Пульс,BERLIN-CHEMIE,1.0,120.0,144.0,0.0,NULL,NULL,205,1,1.0
2022-08-11,14:52:33,2203,2004598,2,022577,Розничная реализация,15,254247,"АКСАМОН 15МГ/МЛ. 1МЛ. №10 Р-Р Д/В/М,П/К АМП.",Здравсервис,ЭЛЛАРА  ООО,1.0,1559.37,2106.0,147.0,9.0,200010018590.0,205,1,1.0
2022-08-11,14:52:33,2203,2004598,2,022577,Розничная реализация,15,61144,"СФМ ШПРИЦ 2МЛ. 3-Х КОМП. 0,63Х32ММ 23G №10 [SFM]",Авеста,SFM HOSPITAL PRODUCTS GMBH,1.0,98.7,157.0,15.0,9.0,200010018590.0,205,1,2.0
2022-08-11,14:52:33,2203,2004598,2,022577,Розничная реализация,15,38179,ТИОГАММА 600МГ. №30 ТАБ. П/П/О /ВЕРВАГ/,Пульс,АРТЕЗАН ФАРМА,1.0,864.26,953.0,47.0,9.0,200010018590.0,205,1,3.0
2022-08-11,15:15:11,2204,2004598,2,022577,Розничная реализация,15,346810,"НАТРИЯ ХЛОРИД 0,9% 200МЛ. №28 Р-Р Д/ИНФ. БУТ. /МОСФАРМ/",Катрен г.Химки,МОСФАРМ ОАО,0.1071429,656.19,722.0,1.64,925.0,200000000492.0,205,1,3.0
2022-08-11,15:15:11,2204,2004598,2,022577,Розничная реализация,15,419205,"СФМ СИСТЕМА Д/ПЕРЕЛ. Р-РОВ ИГЛА G21 0,8Х40ММ №1 ПЛАСТ.ШИП [SFM]",Арал плюс,SFM HOSPITAL PRODUCTS GMBH,1.0,25.61,42.0,0.9,925.0,200000000492.0,205,1,7.0
2022-08-11,15:15:11,2204,2004598,2,022577,Розничная реализация,15,419205,"СФМ СИСТЕМА Д/ПЕРЕЛ. Р-РОВ ИГЛА G21 0,8Х40ММ №1 ПЛАСТ.ШИП [SFM]",Арал плюс,SFM HOSPITAL PRODUCTS GMBH,2.0,25.61,42.0,1.78,925.0,200000000492.0,205,1,8.0
2022-08-11,15:15:11,2204,2004598,2,022577,Розничная реализация,15,11567,ФЕЗАМ 400МГ+25МГ. №60 КАПС. /БАЛКАНФАРМА/ЗДРАВЛЕ/,Катрен г.Химки,Балканфарма - Дупница АД,1.0,334.66,459.0,9.76,925.0,200000000492.0,205,1,9.0
2022-08-11,15:15:11,2204,2004598,2,022577,Розничная реализация,15,70148,КАВИНТОН 5МГ/МЛ. 5МЛ. №10 КОНЦ. Д/Р-РА Д/ИНФ. АМП. /ГЕДЕОН РИХТЕР/,Протек,GEDEON RICHTER,1.0,292.7,352.0,7.48,925.0,200000000492.0,205,1,1.0
2022-08-11,15:15:11,2204,2004598,2,022577,Розничная реализация,15,101390,"НАТРИЯ ХЛОРИД БУФУС 0,9% 10МЛ. №10 Р-Р Д/ИН. АМП. /RENEWAL/",Пульс,ОБНОВЛЕНИЕ ПФК,1.0,118.41,143.0,3.04,925.0,200000000492.0,205,1,4.0
2022-08-11,15:15:11,2204,2004598,2,022577,Розничная реализация,15,101390,"НАТРИЯ ХЛОРИД БУФУС 0,9% 10МЛ. №10 Р-Р Д/ИН. АМП. /RENEWAL/",Пульс,ОБНОВЛЕНИЕ ПФК,1.0,118.41,143.0,3.04,925.0,200000000492.0,205,1,5.0
2022-08-11,15:15:11,2204,2004598,2,022577,Розничная реализация,15,190698,"ПИРАЦЕТАМ БУФУС 200МГ/МЛ. 5МЛ. №10 Р-Р Д/В/В,В/М АМП. /RENEWAL/",Катрен г.Химки,ОБНОВЛЕНИЕ ПФК,1.0,78.13,97.0,2.06,925.0,200000000492.0,205,1,6.0
2022-08-11,15:15:11,2204,2004598,2,022577,Розничная реализация,15,458357,"МЕКСИДОЛ 50МГ/МЛ. 5МЛ. №10 Р-Р Д/В/В,В/М АМП. /ФАРМАСОФТ/",Пульс,ФАРМАСОФТ,1.0,775.46,860.0,18.3,925.0,200000000492.0,205,1,2.0
2022-08-11,15:17:48,2205,2004598,2,022577,Розничная реализация,18,18431,СПАЗГАН №20 ТАБ.,Здравсервис,Вокхард Лимитед/Скопинфарм,1.0,132.89,188.0,13.0,9.0,200010012006.0,205,1,2.0
2022-08-11,15:17:48,2205,2004598,2,022577,Розничная реализация,18,20848,ЭУТИРОКС 75МКГ. №100 ТАБ. /МЕРК/,Катрен г.Химки,Мерк КГаА для Никомед (NIKOMED ),1.0,116.18,136.0,6.0,9.0,200010012006.0,205,1,3.0
2022-08-11,15:19:31,2206,2004598,2,022577,Розничная реализация,18,32273,СЕРОКВЕЛЬ 25МГ. №60 ТАБ. П/П/О /АСТРА ЗЕНЕКА/,ПрофитМед,ASTRA ZENECA / АСТРАЗЕНЕКА,1.0,521.04,614.0,385.0,925.0,200000000492.0,205,1,1.0
2022-08-11,15:24:20,2207,2004598,2,022577,Розничная реализация,15,44822,ФЛЕМОКСИН СОЛЮТАБ 500МГ. №20 ТАБ.ДИСПЕРГ. /АСТЕЛЛАС/,Пульс,Astellas Pharma Europe B.V. /АСТЕЛЛАС,1.0,320.08,382.0,0.0,NULL,NULL,205,1,3.0
2022-08-11,15:24:20,2207,2004598,2,022577,Розничная реализация,15,292821,ЛИНЕКС ФОРТЕ №14 КАПС. /ЛЕК/,Пульс,LEK D.D. (ЛЕК ),1.0,540.45,741.0,0.0,NULL,NULL,205,1,2.0
2022-08-11,15:24:20,2207,2004598,2,022577,Розничная реализация,15,325911,КЛИНСА БИНТ ЭЛАСТ. КОМПРЕС. СР 8Х150СМ (ЗАСТЕЖКА),Протек,ИНТЕРТЕКСТИЛЬ,1.0,107.59,169.0,0.0,NULL,NULL,205,1,1.0
2022-08-11,15:27:55,2208,2004598,2,022577,Розничная реализация,15,28859,ИБУПРОФЕН-ХЕМОФАРМ 400МГ. №30 ТАБ. П/П/О /ХЕМОФАРМ/,Пульс,Хемофарм А.Д. (HEMOFARM ),1.0,57.76,72.0,3.0,9.0,200010011305.0,205,1,1.0
2022-08-11,15:38:02,2209,2004598,2,022577,Розничная реализация,18,342459,НИМЕСУЛИД 100МГ. №20 ТАБ. /РЕПЛЕКФАРМ/БЕРЕЗОВСКИЙ/,Катрен г.Химки,Реплекфарм/Березовский ( REPLEKPHARM AD ),1.0,57.82,83.0,5.0,9.0,200010013536.0,205,1,2.0
2022-08-11,15:38:02,2209,2004598,2,022577,Розничная реализация,18,503278,"ХЛОРГЕКСИДИН 0,05% 100МЛ. №1 Р-Р Д/МЕСТ. И НАРУЖ.ПРИМ. ФЛ. ПЭТ. /ИВАНОВСКАЯ ФФ/",Катрен г.Химки,ИВАНОВСКАЯ ФАРМ. ФАБРИКА,1.0,12.86,15.0,1.0,9.0,200010013536.0,205,1,3.0
2022-08-11,15:38:02,2209,2004598,2,022577,Розничная реализация,18,341505,ВАЛЕРИАНА ЭКСТРАКТ 20МГ. №50 ТАБ. П/О /БОРИСОВСКИЙ/,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,БОРИСОВСКИЙ ЗАВОД МЕДПРЕПАРАТОВ,1.0,46.0,70.0,4.0,9.0,200010013536.0,205,1,1.0
2022-08-11,15:42:46,2210,2004598,2,022577,Розничная реализация,15,35,ТОНЗИЛОТРЕН №60 ТАБ. Д/РАСС.,Здравсервис,Доктор Вильмар Швабе ГмбХ и Ко / DR.WILLMAR,1.0,872.94,1196.0,0.0,NULL,NULL,205,1,1.0
