DR_Dat,DR_Tim,DR_NChk,DR_NDoc,DR_Apt,DR_Kkm,DR_TDoc,DR_TPay,DR_CDrugs,DR_NDrugs,DR_Suppl,DR_Prod,DR_Kol,DR_CZak,DR_CRoz,DR_SDisc,DR_CDisc,DR_BCDisc,DR_TabEmpl,DR_VZak,DR_Pos
2022-08-01,09:05:02,1277,13002561,13,022589,Розничная реализация,18,122156,КСИМЕЛИН ЭКСТРА 84МКГ/ДОЗА+70МКГ/ДОЗА 10МЛ. №1 НАЗАЛ.СПРЕЙ ДОЗИР. ФЛ.,Пульс,ТАКЕДА ФАРМАСЬЮТИКАЛ КОМПАНИ ЛИМИТЕД,1.0,210.25,284.0,0.0,NULL,NULL,29,1,1.0
2022-08-01,09:11:49,1278,13002561,13,022589,Розничная реализация,15,608487,NF ВАТА ХИРУРГ. СТЕР. 100Г. /НЬЮФАРМ/,Фармкомплект ООО,НьюФарм,1.0,43.29,71.0,7.0,9.0,200010001758.0,29,1,1.0
2022-08-01,09:11:49,1278,13002561,13,022589,Розничная реализация,15,528004,СТОПСЕПТ ПЛЮС 90% 100МЛ. ДЕЗ.СР-ВО ФЛ.,Авеста,ГИППОКРАТ ООО,1.0,35.52,58.0,5.0,9.0,200010001758.0,29,1,2.0
2022-08-01,09:18:06,1279,13002561,13,022589,Розничная реализация,15,443174,"ПАСКАЛЬ ШПРИЦ 3-Х КОМП. 2МЛ. С ИГЛОЙ 23G 0,6Х30ММ. №10 [PASCAL]",Катрен г.Химки,ПАСКАЛЬ МЕДИКАЛ,1.0,65.13,103.0,0.0,NULL,NULL,29,1,1.0
2022-08-01,10:38:18,1294,13002561,13,022589,Розничная реализация,18,443174,"ПАСКАЛЬ ШПРИЦ 3-Х КОМП. 2МЛ. С ИГЛОЙ 23G 0,6Х30ММ. №10 [PASCAL]",Катрен г.Химки,ПАСКАЛЬ МЕДИКАЛ,1.0,65.13,103.0,0.0,NULL,NULL,29,1,3.0
2022-08-01,09:30:03,1280,13002561,13,022589,Розничная реализация,15,21372,КЛОТРИМАЗОЛ 1% 20Г. КРЕМ Д/НАРУЖ.ПРИМ. ТУБА /ХИПЕРИОН/РУМЫНИЯ/,Пульс,HYPERION SA (ХИПЕРИОН ),1.0,86.28,123.0,0.0,NULL,NULL,29,1,1.0
2022-08-01,09:30:03,1280,13002561,13,022589,Розничная реализация,15,365627,"РИНОНОРМ-ТЕВА 0,1% 140МКГ/ДОЗА 20МЛ. НАЗАЛ.СПРЕЙ ФЛ. /ТЕВА/",ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,ТЕВА ЧЕШСКОЕ ПРЕДПРИЯТИЕ,1.0,78.24,96.0,0.0,NULL,NULL,29,1,2.0
2022-08-01,16:20:14,1373,13002561,13,022589,Розничная реализация,18,365627,"РИНОНОРМ-ТЕВА 0,1% 140МКГ/ДОЗА 20МЛ. НАЗАЛ.СПРЕЙ ФЛ. /ТЕВА/",ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,ТЕВА ЧЕШСКОЕ ПРЕДПРИЯТИЕ,1.0,78.24,96.0,0.0,NULL,NULL,29,1,1.0
2022-08-01,09:47:53,1281,13002561,13,022589,Розничная реализация,15,12625,ДЮФАЛАК 667МГ/МЛ. 500МЛ. СИРОП ФЛ. +МЕРН.СТАКАН /ЭББОТТ/СОЛВЕЙ/,Арал плюс,Abbott Japan Co ( ЭББОТТ ),1.0,455.9,553.0,16.0,9.0,200010001617.0,29,1,1.0
2022-08-01,09:52:34,1282,13002561,13,022589,Розничная реализация,18,67565,ГЕЛАДРИНК ФОРТЕ ПОР. Д/ПРИЕМА ВНУТРЬ АПЕЛЬСИН 420Г. БАНКА,ВИТТА КОМПАНИ ООО,ОРЛИНГ,1.0,3638.1,4985.0,498.0,9.0,200010004830.0,29,1,1.0
2022-08-01,09:52:34,1282,13002561,13,022589,Розничная реализация,18,507949,ПИРАЦЕТАМ 200МГ. №60 ТАБ. П/П/О /ОБНОВЛЕНИЕ/,ГК Надежда Фарм,ОБНОВЛЕНИЕ ПФК,1.0,60.22,73.0,3.0,9.0,200010004830.0,29,1,2.0
2022-08-01,09:56:11,1283,13002561,13,022589,Розничная реализация,15,461654,МАГНЕЛИС В6 №120 ТАБ. П/О,Катрен г.Химки,ФАРМСТАНДАРТ УФАВИТА,1.0,677.2,779.0,54.0,9.0,200010020913.0,29,1,2.0
2022-08-01,09:56:11,1283,13002561,13,022589,Розничная реализация,15,7697,МЕЗИМ-ФОРТЕ №80 ТАБ. П/О /БЕРЛИН-ХЕМИ/,Пульс,Берлин-Хеми АГ/Менарини Групп (Menarini ),1.0,248.34,302.0,15.0,9.0,200010020913.0,29,1,3.0
2022-08-01,09:56:11,1283,13002561,13,022589,Розничная реализация,15,340968,КАЛЬЦИЙ Д3 НИКОМЕД 500МГ.+200МЕ №60 КЛУБНИКА+АРБУЗ ТАБ.ЖЕВ.,Пульс,ТАКЕДА ФАРМАСЬЮТИКАЛ КОМПАНИ ЛИМИТЕД,1.0,403.68,533.0,37.0,9.0,200010020913.0,29,1,1.0
2022-08-01,09:58:18,1284,13002561,13,022589,Розничная реализация,15,530607,ЭКСПРЕСС-ТЕСТ НА А/ТЕЛА COVID-19 LGG/LGM,Арал плюс,ИМТЭК ООО,2.0,619.88,862.0,172.0,9.0,200010017394.0,29,1,1.0
2022-08-01,10:01:51,1285,13002561,13,022589,Розничная реализация,18,330172,БОБС ЛЕДЕНЦЫ Д/ГОРЛА 35Г. ЭКСТРА МЕНТОЛ №10,Протек,МАК-ИВАНОВО,1.0,23.98,39.0,0.0,NULL,NULL,29,1,1.0
2022-08-01,10:04:03,1286,13002561,13,022589,Розничная реализация,18,393315,ЦИТРАМОН П №10 ТАБ. /ФАРМСТАНДАРТ/,Катрен г.Химки,ФАРМСТАНДАРТ ЛЕКСРЕДСТВА ОАО,1.0,16.21,25.0,0.0,NULL,NULL,29,1,1.0
2022-08-01,10:04:03,1286,13002561,13,022589,Розничная реализация,18,393315,ЦИТРАМОН П №10 ТАБ. /ФАРМСТАНДАРТ/,Катрен г.Химки,ФАРМСТАНДАРТ ЛЕКСРЕДСТВА ОАО,1.0,16.21,25.0,0.0,NULL,NULL,29,1,2.0
2022-08-01,14:55:10,1362,13002561,13,022589,Розничная реализация,18,393315,ЦИТРАМОН П №10 ТАБ. /ФАРМСТАНДАРТ/,Катрен г.Химки,ФАРМСТАНДАРТ ЛЕКСРЕДСТВА ОАО,1.0,16.21,25.0,0.0,NULL,NULL,29,1,3.0
2022-08-01,10:18:12,1287,13002561,13,022589,Розничная реализация,18,377588,"ТИЗИН КЛАССИК 0,1% 10МЛ. НАЗАЛ.СПРЕЙ ФЛ. /ДЖОНСОН/",Катрен г.Химки,ДЕЛЬФАРМ ОРЛЕАН ( DELPHARM ),1.0,84.17,100.0,41.09,925.0,200000000492.0,29,1,3.0
2022-08-01,10:18:12,1287,13002561,13,022589,Розничная реализация,18,297336,"ЛАКОМКА ПОМАДА ГИГИЕН. ЯГОДНЫЙ МИКС 2,8Г. /АВАНТА/",Протек,АВАНТА ОАО,1.0,45.17,74.0,30.41,925.0,200000000492.0,29,1,1.0
2022-08-01,10:18:12,1287,13002561,13,022589,Розничная реализация,18,2302,ОМЕЗ 20МГ. №30 КАПС. /Д-Р РЕДДИ/,ВИТТА КОМПАНИ ООО,ДОКТОР РЕДДИ С ЛАБ / Dr. REDDY's ),1.0,148.28,174.0,71.5,925.0,200000000492.0,29,1,2.0
2022-08-01,10:25:42,1288,13002561,13,022589,Розничная реализация,15,23396,ЭВКАЛИПТ М №24 ПАСТИЛКИ,"ООО ""Акцентмед""",ДР.АУФДЕРМАУР АГ,2.0,248.26,336.0,0.0,NULL,NULL,29,1,1.0
2022-08-01,10:28:19,1289,13002561,13,022589,Розничная реализация,15,143150,АЗАРГА 10МГ/МЛ.+5МГ/МЛ. 5МЛ. №1 ГЛ.КАПЛИ ФЛ./КАП.,ВИТТА КОМПАНИ ООО,АЛКОН Куврер н.в. (ALCON ),1.0,1042.25,1314.0,91.0,9.0,200010000065.0,29,1,1.0
2022-08-01,10:28:19,1289,13002561,13,022589,Розничная реализация,15,263189,"ТРАВАТАН 0,004% 2,5МЛ. №3 ГЛ.КАПЛИ ФЛ./КАП.",Катрен г.Химки,ALCON COUVREUR (АЛКОН ),1.0,1576.65,1971.0,137.0,9.0,200010000065.0,29,1,5.0
2022-08-01,10:28:19,1289,13002561,13,022589,Розничная реализация,15,519407,ЙОДА 5% 10МЛ. СПИРТ. Р-Р ФЛ. /ЯРОСЛАВСКАЯ ФФ/,Катрен г.Химки,ЯРОСЛАВСКАЯ ФАРМ. ФАБРИКА,1.0,34.25,53.0,3.0,9.0,200010000065.0,29,1,2.0
2022-08-01,10:28:19,1289,13002561,13,022589,Розничная реализация,15,345211,ОМЕПРАЗОЛ 20МГ. №30 КАПС. /ПРОИЗВОДСТВО МЕДИКАМЕНТОВ/,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,ПРОИЗВОДСТВО МЕДИКАМЕНТОВ ООО,1.0,25.28,30.0,1.0,9.0,200010000065.0,29,1,3.0
2022-08-01,11:28:20,1307,13002561,13,022589,Розничная реализация,18,345211,ОМЕПРАЗОЛ 20МГ. №30 КАПС. /ПРОИЗВОДСТВО МЕДИКАМЕНТОВ/,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,ПРОИЗВОДСТВО МЕДИКАМЕНТОВ ООО,1.0,25.28,30.0,1.0,9.0,200010000452.0,29,1,1.0
2022-08-01,12:08:09,1319,13002561,13,022589,Розничная реализация,18,345211,ОМЕПРАЗОЛ 20МГ. №30 КАПС. /ПРОИЗВОДСТВО МЕДИКАМЕНТОВ/,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,ПРОИЗВОДСТВО МЕДИКАМЕНТОВ ООО,1.0,25.28,30.0,1.0,9.0,200010015482.0,29,1,3.0
2022-08-01,10:28:19,1289,13002561,13,022589,Розничная реализация,15,1504015,ПАКЕТ,Индивидуальный предприниматель Кочанов Андрей Миха,ПРОИЗВОДСТВО МЕДИКАМЕНТОВ ООО,1.0,1.15,2.0,0.0,NULL,NULL,29,1,4.0
2022-08-01,10:32:07,1290,13002561,13,022589,Розничная реализация,15,1504015,ПАКЕТ,Индивидуальный предприниматель Кочанов Андрей Миха,ПРОИЗВОДСТВО МЕДИКАМЕНТОВ ООО,1.0,1.15,2.0,0.0,NULL,NULL,29,1,4.0
2022-08-01,10:35:23,1292,13002561,13,022589,Розничная реализация,18,1504015,ПАКЕТ,Индивидуальный предприниматель Кочанов Андрей Миха,ПРОИЗВОДСТВО МЕДИКАМЕНТОВ ООО,1.0,1.15,2.0,0.0,NULL,NULL,29,1,3.0
2022-08-01,10:46:00,1297,13002561,13,022589,Розничная реализация,15,1504015,ПАКЕТ,Индивидуальный предприниматель Кочанов Андрей Миха,ПРОИЗВОДСТВО МЕДИКАМЕНТОВ ООО,1.0,1.15,2.0,0.0,NULL,NULL,29,1,4.0
2022-08-01,10:49:36,1298,13002561,13,022589,Розничная реализация,18,1504015,ПАКЕТ,Индивидуальный предприниматель Кочанов Андрей Миха,ПРОИЗВОДСТВО МЕДИКАМЕНТОВ ООО,1.0,1.15,2.0,0.0,NULL,NULL,29,1,4.0
2022-08-01,12:19:10,1324,13002561,13,022589,Розничная реализация,15,1504015,ПАКЕТ,Индивидуальный предприниматель Кочанов Андрей Миха,ПРОИЗВОДСТВО МЕДИКАМЕНТОВ ООО,1.0,1.15,2.0,0.0,NULL,NULL,29,1,2.0
2022-08-01,12:34:16,1327,13002561,13,022589,Розничная реализация,18,1504015,ПАКЕТ,Индивидуальный предприниматель Кочанов Андрей Миха,ПРОИЗВОДСТВО МЕДИКАМЕНТОВ ООО,1.0,1.15,2.0,0.0,NULL,NULL,29,1,4.0
2022-08-01,15:26:02,1367,13002561,13,022589,Розничная реализация,18,1504015,ПАКЕТ,Индивидуальный предприниматель Кочанов Андрей Миха,ПРОИЗВОДСТВО МЕДИКАМЕНТОВ ООО,1.0,1.15,2.0,0.0,NULL,NULL,29,1,3.0
2022-08-01,16:48:18,1380,13002561,13,022589,Розничная реализация,18,1504015,ПАКЕТ,Индивидуальный предприниматель Кочанов Андрей Миха,ПРОИЗВОДСТВО МЕДИКАМЕНТОВ ООО,1.0,1.15,2.0,0.0,NULL,NULL,29,1,5.0
2022-08-01,18:46:34,1402,13002561,13,022589,Розничная реализация,18,1504015,ПАКЕТ,Индивидуальный предприниматель Кочанов Андрей Миха,ПРОИЗВОДСТВО МЕДИКАМЕНТОВ ООО,1.0,1.15,2.0,0.0,NULL,NULL,29,1,5.0
2022-08-01,10:32:07,1290,13002561,13,022589,Розничная реализация,15,497302,ПЕРЕКИСЬ ВОДОРОДА 3% 100МЛ. №1 Р-Р ДЕЗ.СР-ВО ФЛ. ПЛАСТ. /САМАРАМЕДПРОМ/,Катрен г.Химки,Самарамедпром ОАО,2.0,9.79,16.0,3.0,9.0,200010000065.0,29,1,6.0
2022-08-01,10:32:07,1290,13002561,13,022589,Розничная реализация,15,278599,ХЕЛП БИНТ СТЕР. 7МХ14СМ И/У [HELP],Пульс,ЭВТЕКС,2.0,30.62,50.0,10.0,9.0,200010000065.0,29,1,8.0
2022-08-01,10:32:07,1290,13002561,13,022589,Розничная реализация,15,50279,БИНТ СТЕР. 10МХ16СМ И/У,Катрен г.Химки,ЭВТЕКС,1.0,45.13,74.0,7.0,9.0,200010000065.0,29,1,1.0
2022-08-01,10:32:07,1290,13002561,13,022589,Розничная реализация,15,142036,ПЕНТАЛГИН №24 ТАБ. П/П/О /ОТИСИФАРМ/,Пульс,ФАРМСТАНДАРТ ЛЕКСРЕДСТВА ОАО,1.0,187.36,220.0,15.0,9.0,200010000065.0,29,1,5.0
2022-08-01,12:37:28,1328,13002561,13,022589,Розничная реализация,15,142036,ПЕНТАЛГИН №24 ТАБ. П/П/О /ОТИСИФАРМ/,Пульс,ФАРМСТАНДАРТ ЛЕКСРЕДСТВА ОАО,1.0,187.36,220.0,0.0,NULL,NULL,29,1,4.0
2022-08-01,10:32:07,1290,13002561,13,022589,Розничная реализация,15,523194,НАЙЗ АКТИВГЕЛЬ 1% 50Г. №1 ГЕЛЬ Д/НАРУЖ.ПРИМ. ТУБА,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,Д-р Редди с Лабораторис Лтд / Dr.REDDY's,1.0,320.39,423.0,29.0,9.0,200010000065.0,29,1,3.0
2022-08-01,10:32:07,1290,13002561,13,022589,Розничная реализация,15,460183,ГУБКА ГЕМОСТАТ. КОЛЛАГЕН. С СЕРЕБРОМ 50Х50Х7ММ №10 /ЗЕЛЕНАЯ ДУБРАВА/,Фармкомплект ООО,ЗЕЛЕНАЯ ДУБРАВА,1.0,64.71,102.0,10.0,9.0,200010000065.0,29,1,2.0
2022-08-01,10:32:07,1290,13002561,13,022589,Розничная реализация,15,168795,СТАТИН 1Г. №5 ПОР. ПАК. (Д/ОСТАНОВКИ КРОВОТЕЧЕНИЙ),Катрен г.Химки,Пальма ООО,1.0,73.77,122.0,12.0,9.0,200010000065.0,29,1,7.0
2022-08-01,10:33:08,1291,13002561,13,022589,Розничная реализация,15,269,ВАЛОКОРДИН 20МЛ. КАПЛИ Д/ПРИЕМА ВНУТРЬ ФЛ./КАП.,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,КРЕВЕЛЬ МОЙЗЕЛЬБАХ ГМБХ (KREWEL ),1.0,155.68,195.0,13.0,9.0,200010004067.0,29,1,2.0
2022-08-01,10:33:08,1291,13002561,13,022589,Розничная реализация,15,2289,L-ТИРОКСИН 100МКГ. №100 ТАБ. /БЕРЛИН ХЕМИ/,Магнит Фарма ООО,Берлин-Хеми АГ/Менарини Групп (Menarini ),1.0,129.03,153.0,7.0,9.0,200010004067.0,29,1,1.0
2022-08-01,10:35:23,1292,13002561,13,022589,Розничная реализация,18,41348,"КЕТОНАЛ 50МГ/МЛ. 2МЛ. №10 Р-Р Д/В/В,В/М АМП. /ЛЕК/",ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,Лек Д.Д. (LEK D.D. ),1.0,205.78,247.0,12.0,9.0,200010020276.0,29,1,2.0
2022-08-01,10:35:23,1292,13002561,13,022589,Розничная реализация,18,304,ВОЛЬТАРЕН 25МГ/МЛ. 3МЛ. №5 Р-Р Д/В/М АМП. /НОВАРТИС/ГЛАКСО/,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,ЛЕК ФАРМАСЬЮТИКАЛЗ Д.Д.,1.0,104.35,125.0,6.0,9.0,200010020276.0,29,1,1.0
2022-08-01,10:35:23,1292,13002561,13,022589,Розничная реализация,18,443170,"ПАСКАЛЬ ШПРИЦ 3-Х КОМП. 3МЛ. С ИГЛОЙ 22G 0,7Х40ММ. №10 [PASCAL]",Катрен г.Химки,ПАСКАЛЬ МЕДИКАЛ,2.0,57.11,90.0,18.0,9.0,200010020276.0,29,1,4.0
2022-08-01,10:36:29,1293,13002561,13,022589,Розничная реализация,18,19646,ШИПОВНИКА ПЛОДЫ 2Г. №20 ПАК. /КРАСНОГОРСК/,Здравсервис,КРАСНОГОРСКЛЕКСРЕДСТВА ОАО,1.0,88.91,127.0,0.0,NULL,NULL,29,1,1.0
2022-08-01,10:38:18,1294,13002561,13,022589,Розничная реализация,18,105888,АСЕПТИКА САЛФЕТКА СПИРТОВАЯ 60Х100 №20,Здравсервис,АСЕПТИКА ООО,1.0,35.77,58.0,0.0,NULL,NULL,29,1,1.0
2022-08-01,13:50:36,1348,13002561,13,022589,Розничная реализация,15,105888,АСЕПТИКА САЛФЕТКА СПИРТОВАЯ 60Х100 №20,Здравсервис,АСЕПТИКА ООО,1.0,35.77,58.0,5.0,9.0,200010021953.0,29,1,1.0
2022-08-01,10:38:18,1294,13002561,13,022589,Розничная реализация,18,345578,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. /ФАРМСТАНДАРТ/,Катрен г.Химки,ФАРМСТАНДАРТ ЛЕКСРЕДСТВА ОАО,1.0,20.61,25.0,0.0,NULL,NULL,29,1,2.0
2022-08-01,18:58:11,1405,13002561,13,022589,Розничная реализация,18,345578,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. /ФАРМСТАНДАРТ/,Катрен г.Химки,ФАРМСТАНДАРТ ЛЕКСРЕДСТВА ОАО,1.0,20.61,25.0,0.0,NULL,NULL,29,1,7.0
2022-08-01,10:38:18,1294,13002561,13,022589,Розничная реализация,18,338912,"ЦИАНОКОБАЛАМИН 0,5МГ/МЛ. 1МЛ. №10 Р-Р Д/ИН. АМП. (ВИТАМИН В12) /ДАЛЬХИМФАРМ/",ВИТТА КОМПАНИ ООО,Дальхимфарм ОАО,1.0,37.95,47.04,0.0,NULL,NULL,29,1,4.0
2022-08-01,10:39:35,1295,13002561,13,022589,Розничная реализация,15,157466,Д.ТАЙСС АНГИ СЕПТ ЛИМОН №24 ТАБ. Д/РАСС.,ГРАНД КАПИТАЛ СМОЛЕНСК ООО ФК,Др. Тайсс Натурварен ГмбХ (THEISS ),1.0,169.99,233.0,16.0,9.0,200010013040.0,29,1,1.0
2022-08-01,10:42:16,1296,13002561,13,022589,Розничная реализация,15,74670,ПРОПОСОЛ 25Г. СПРЕЙ Д/МЕСТ.ПРИМ. БАЛЛОН /АЛТАЙВИТАМИНЫ/,"ООО ""Акцентмед""",АЛТАЙВИТАМИНЫ,1.0,93.55,133.0,9.0,9.0,200010007414.0,29,1,4.0
2022-08-01,10:42:16,1296,13002561,13,022589,Розничная реализация,15,468466,ИНГАВИРИН 90МГ. №10 КАПС. /ВАЛЕНТА/,Катрен г.Химки,ВАЛЕНТА ФАРМ,1.0,666.45,739.0,22.0,9.0,200010007414.0,29,1,2.0
2022-08-01,10:42:16,1296,13002561,13,022589,Розничная реализация,15,167293,ДОРИТРИЦИН №10 ТАБ. Д/РАСС.,Пульс,МЕДИЦЕ АРЦН.ПЮТТЕР,1.0,360.47,476.0,33.0,9.0,200010007414.0,29,1,1.0
2022-08-01,10:42:16,1296,13002561,13,022589,Розничная реализация,15,954,ПИНОСОЛ 10МЛ. НАЗАЛ.КАПЛИ ФЛ./КАП.,Фармкомплект ООО,САНЕКА ФАРМАСЬЮТИКАЛС А.С. (SANECA ),1.0,206.7,280.0,19.0,9.0,200010007414.0,29,1,3.0
2022-08-01,10:46:00,1297,13002561,13,022589,Розничная реализация,15,8529,РИНОФЛУИМУЦИЛ 10МЛ. СПРЕЙ НАЗАЛ. ФЛ. /ЗАМБОН/,Пульс,ZAMBON GROUP (ЗАМБОН ),1.0,299.66,405.0,0.0,NULL,NULL,29,1,5.0
2022-08-01,10:46:00,1297,13002561,13,022589,Розничная реализация,15,4735,ЮНИДОКС СОЛЮТАБ 100МГ. №10 ТАБ.ДИСПЕРГ. /АСТЕЛЛАС/,Пульс,ЗиО ЗДОРОВЬЕ ЗАО,1.0,311.78,370.0,0.0,NULL,NULL,29,1,6.0
2022-08-01,10:46:00,1297,13002561,13,022589,Розничная реализация,15,512333,ДЕЗЛОРАТАДИН-ВЕЛФАРМ 5МГ. №10 ТАБ. П/О,ВИТТА КОМПАНИ ООО,ВЕЛФАРМ ООО,1.0,115.28,158.0,0.0,NULL,NULL,29,1,1.0
2022-08-01,10:46:00,1297,13002561,13,022589,Розничная реализация,15,292820,"КАЛИНОВ РОДНИК ВОДА МИНЕР. 0,5Л. Н/ГАЗ.",ПрофитМед,ФОНТЕ-АКВА,1.0,23.04,38.0,0.0,NULL,NULL,29,1,2.0
2022-08-01,10:46:00,1297,13002561,13,022589,Розничная реализация,15,1504331,"Карта LOYALITY 0,01Р","ООО ""Континент""",ФОНТЕ-АКВА,1.0,0.01,0.01,0.0,NULL,NULL,29,1,3.0
2022-08-01,11:44:10,1312,13002561,13,022589,Розничная реализация,18,1504331,"Карта LOYALITY 0,01Р","ООО ""Континент""",ФОНТЕ-АКВА,1.0,0.01,0.01,0.0,NULL,NULL,29,1,2.0
2022-08-01,17:53:52,1394,13002561,13,022589,Розничная реализация,18,1504331,"Карта LOYALITY 0,01Р","ООО ""Континент""",ФОНТЕ-АКВА,1.0,0.01,0.01,0.0,NULL,NULL,29,1,1.0
2022-08-01,10:49:36,1298,13002561,13,022589,Розничная реализация,18,54354,"АУГМЕНТИН 200МГ.+28,5МГ/5МЛ. 7,7Г. 70МЛ. ПОР. Д/СУСП. Д/ПРИЕМА ВНУТРЬ ФЛ. /ГЛАКСО/",Протек,Глаксо Вэллком Продакшен,1.0,134.66,160.0,0.0,NULL,NULL,29,1,1.0
2022-08-01,10:49:36,1298,13002561,13,022589,Розничная реализация,18,100086,ГЕКСОРАЛ ТАБС №20 ТАБ. Д/РАСС.,Катрен г.Химки,Зольдан Холдинг,1.0,198.75,249.0,0.0,NULL,NULL,29,1,2.0
2022-08-01,10:49:36,1298,13002561,13,022589,Розничная реализация,18,46046,"РОМАШКИ ЦВЕТКИ 1,5Г. №20 ПАК. /КРАСНОГОРСК/",Авеста,КРАСНОГОРСКЛЕКСРЕДСТВА ОАО,1.0,71.85,103.0,0.0,NULL,NULL,29,1,5.0
2022-08-01,13:50:36,1348,13002561,13,022589,Розничная реализация,15,46046,"РОМАШКИ ЦВЕТКИ 1,5Г. №20 ПАК. /КРАСНОГОРСК/",Авеста,КРАСНОГОРСКЛЕКСРЕДСТВА ОАО,1.0,71.85,103.0,7.0,9.0,200010021953.0,29,1,6.0
2022-08-01,10:49:36,1298,13002561,13,022589,Розничная реализация,18,41241,НУРОФЕН 100МГ/5МЛ. 100МЛ. СУСП. КЛУБНИКА Д/ДЕТЕЙ ФЛ. /РЕКИТТ БЕНКИЗЕР/,Протек,RECKITT BENCKISER S.A.,1.0,99.97,121.72,0.0,NULL,NULL,29,2,3.0
2022-08-01,10:51:27,1299,13002561,13,022589,Розничная реализация,18,16407,РАСТОРОПША №100 ТАБ.,Катрен г.Химки,В-МИН ООО,1.0,135.54,211.0,21.0,9.0,200010023919.0,29,1,4.0
2022-08-01,10:51:27,1299,13002561,13,022589,Розничная реализация,18,26351,"911-ВЕНОЛГОН ГЕЛЬ Д/НОГ ПРИ ТЯЖЕСТИ,БОЛИ,ОТЕКАХ 100МЛ. ТУБА",Протек,ТВИНС ТЭК,1.0,75.81,120.0,12.0,9.0,200010023919.0,29,1,1.0
